CodFabrica,CodCliente,QtdTranspCIF,Custo por Unidade,Custo Total,QtdTransp Otimizada,Custo por Unidade com 5%,Custo Total com 5%
3403208,2301,"13.500,00000000000000000","0,55399037037037036","7.478,86999999999989086","5.973.721,00000000000000000","0,58168988888888895","7.852,81350000000111322"
3403208,2302,"10.500,00000000000000000","0,45700857142857143","4.798,59000000000014552","1.778.080,00000000000000000","0,47985900000000004","5.038,51950000000033469"
3403208,2303,"16.200,00000000000000000","0,41948703703703699","6.795,68999999999959982","5.958.798,00000000000000000","0,44046138888888886","7.135,47449999999935244"
3403208,2304,"1.199.100,00000000000000000","0,43445097990159287","520.950,16999999998370185","896.173,00000000000000000","0,45617352889667251","546.997,67850000003818423"
3403208,2305,"1.395.900,00000000000000000","0,46872366931728632","654.291,36999999999534339","3.241.494,00000000000000000","0,49215985278315066","687.005,93850000004749745"
3403208,2306,"1.332.000,00000000000000000","0,51831538288288281","690.396,08999999985098839","3.244.827,00000000000000000","0,54423115202702699","724.915,89449999993667006"
3403208,2307,"10.500,00000000000000000","0,50663523809523814","5.319,67000000000007276","12.738.726,00000000000000000","0,53196700000000008","5.585,65350000000125874"
3403208,2308,"1.400.100,00000000000000000","0,51514086850939222","721.248,73000000009778887","6.792.503,00000000000000000","0,54089791193486181","757.311,16650000005029142"
3403208,2309,"903.000,00000000000000000","0,40467710963455150","365.423,42999999999301508","7.471.374,00000000000000000","0,42491096511627907","383.694,60149999998975545"
3403208,2310,"817.500,00000000000000000","0,68031685626911320","556.159,03000000002793968","0,00000000000000000","0,71433269908256891","583.966,98150000011082739"
3403208,2311,"1.496.100,00000000000000000","0,35318429249381728","528.399,02000000001862645","7.295.028,00000000000000000","0,37084350711850816","554.818,97100000001955777"
3403208,2312,"1.214.700,00000000000000000","0,75131683543261707","912.624,55999999993946403","1.350.774,00000000000000000","0,78888267720424798","958.255,78800000005867332"
3403208,2313,"9.900,00000000000000000","0,71801414141414133","7.108,33999999999923602","1.439.856,00000000000000000","0,75391484848484847","7.463,75699999999960710"
3403208,2314,"37.200,00000000000000000","0,67347983870967731","25.053,44999999999708962","3.977.784,00000000000000000","0,70715383064516124","26.306,12249999999767169"
3403208,2315,"1.094.100,00000000000000000","0,78591549218535783","859.870,14000000001396984","3.666.906,00000000000000000","0,82521126679462575","902.863,64699999999720603"
3403208,2316,"939.300,00000000000000000","0,79433488768231664","746.118,76000000000931323","271.034,00000000000000000","0,83405163206643251","783.424,69800000009126961"
3403208,2317,"19.200,00000000000000000","0,79006458333333329","15.169,23999999999978172","1.272.373,00000000000000000","0,82956781250000000","15.927,70199999999931606"
3403208,2318,"1.474.200,00000000000000000","0,78194527879527875","1.152.743,72999999998137355","569.236,00000000000000000","0,82104254273504274","1.210.380,91650000005029142"
3403208,2319,"1.073.400,00000000000000000","0,65770912986771002","705.984,97999999998137355","0,00000000000000000","0,69059458636109550","741.284,22899999993387610"
3403208,2320,"9.000,00000000000000000","0,72496222222222217","6.524,65999999999985448","0,00000000000000000","0,76121033333333332","6.850,89300000000002910"
3403208,2321,"14.400,00000000000000000","0,76809166666666673","11.060,52000000000043656","0,00000000000000000","0,80649625000000014","11.613,54600000000209548"
3403208,2322,"1.120.500,00000000000000000","0,65844807675145034","737.791,07000000006519258","0,00000000000000000","0,69137048058902284","774.680,62350000010337681"
3403208,2323,"9.000,00000000000000000","0,73979555555555554","6.658,15999999999985448","0,00000000000000000","0,77678533333333333","6.991,06800000000021100"
3403208,2324,"1.534.800,00000000000000000","0,67137977586656250","1.030.433,68000000016763806","0,00000000000000000","0,70494876465989065","1.081.955,36400000005960464"
3403208,2325,"13.500,00000000000000000","0,59219037037037037","7.994,56999999999970896","0,00000000000000000","0,62179988888888893","8.394,29850000000078580"
3403208,2326,"2.302.800,00000000000000000","0,66041275838110125","1.520.798,50000000000000000","0,00000000000000000","0,69343339630015632","1.596.838,42500000004656613"
3403208,2327,"1.410.000,00000000000000000","0,67266219858156029","948.453,69999999995343387","0,00000000000000000","0,70629530851063838","995.876,38500000012572855"
3403208,2328,"1.377.300,00000000000000000","0,69091120307848686","951.592,00000000000000000","0,00000000000000000","0,72545676323241126","999.171,59999999997671694"
3403208,2329,"7.800,00000000000000000","0,74368717948717955","5.800,76000000000021828","0,00000000000000000","0,78087153846153856","6.090,79800000000068394"
3403208,2330,"22.200,00000000000000000","0,75192882882882883","16.692,81999999999970896","0,00000000000000000","0,78952527027027031","17.527,46099999999933061"
3403208,2331,"1.298.700,00000000000000000","0,65887994147994144","855.687,38000000000465661","0,00000000000000000","0,69182393855393853","898.471,74899999995250255"
3403208,2332,"23.400,00000000000000000","0,65065982905982911","15.225,44000000000050932","0,00000000000000000","0,68319282051282060","15.986,71200000000135333"
3403208,2333,"14.100,00000000000000000","0,61576453900709227","8.682,28000000000065484","0,00000000000000000","0,64655276595744693","9.116,39400000000205182"
3403208,2334,"1.193.100,00000000000000000","0,64533892381191849","769.953,86999999999534339","0,00000000000000000","0,67760587000251449","808.451,56350000004749745"
3403208,2335,"1.371.900,00000000000000000","0,65428863619797362","897.618,57999999995809048","0,00000000000000000","0,68700306800787236","942.499,50900000007823110"
3403208,2339,"19.800,00000000000000000","0,84806666666666675","16.791,72000000000116415","0,00000000000000000","0,89047000000000009","17.631,30600000000049477"
3403208,2340,"1.144.200,00000000000000000","0,91068640097884990","1.042.007,38000000000465661","0,00000000000000000","0,95622072102779243","1.094.107,74900000006891787"
3403208,2341,"1.140.000,00000000000000000","0,85933397368421049","979.640,72999999998137355","713.286,00000000000000000","0,90230067236842104","1.028.622,76650000002700835"
3403208,2342,"1.457.400,00000000000000000","0,85014359132702078","1.238.999,27000000001862645","838.856,00000000000000000","0,89265077089337186","1.300.949,23350000008940697"
3403208,2343,"1.290.600,00000000000000000","0,92695404463040443","1.196.326,88999999989755452","0,00000000000000000","0,97330174686192472","1.256.143,23450000002048910"
3403208,2344,"1.199.700,00000000000000000","0,59987667750270901","719.672,05000000004656613","678.417,00000000000000000","0,62987051137784444","755.655,65249999996740371"
3403208,2345,"1.044.600,00000000000000000","0,60513154317442086","632.120,41000000003259629","3.600.095,00000000000000000","0,63538812033314196","663.726,43050000013317913"
3403208,2346,"15.300,00000000000000000","0,60580000000000001","9.268,73999999999978172","3.522.678,00000000000000000","0,63609000000000004","9.732,17700000000149885"
3403208,2347,"1.172.700,00000000000000000","0,27196081691822294","318.928,45000000001164153","3.675.315,00000000000000000","0,28555885776413409","334.874,87250000005587935"
3403208,2348,"1.096.500,00000000000000000","0,26603987232102144","291.712,72000000003026798","1.310.374,00000000000000000","0,27934186593707255","306.298,35600000002887100"
3403208,2349,"9.600,00000000000000000","0,28982083333333336","2.782,28000000000020009","1.761.137,00000000000000000","0,30431187500000006","2.921,39400000000068758"
3403208,2350,"1.335.000,00000000000000000","0,33171893632958804","442.844,78000000002793968","4.402.893,00000000000000000","0,34830488314606745","464.987,01900000002933666"
3403208,2351,"21.600,00000000000000000","0,40576203703703706","8.764,46000000000094587","1.331.761,00000000000000000","0,42605013888888893","9.202,68300000000090222"
3423909,2305,"1.116.900,00000000000000000","0,25503816814396990","284.852,13000000000465661","0,00000000000000000","0,26779007655116843","299.094,73649999999906868"
3423909,2308,"1.042.500,00000000000000000","0,25852541007194246","269.512,73999999999068677","0,00000000000000000","0,27145168057553959","282.988,37700000003678724"
3423909,2309,"657.600,00000000000000000","0,26474910279805353","174.099,01000000000931323","0,00000000000000000","0,27798655793795624","182.803,96050000001559965"
3423909,2310,"2.517.000,00000000000000000","0,27749691299165674","698.459,72999999998137355","0,00000000000000000","0,29137175864123960","733.382,71650000009685755"
3423909,2311,"1.068.900,00000000000000000","0,26035646926747125","278.295,03000000002793968","0,00000000000000000","0,27337429273084485","292.209,78150000004097819"
3423909,2324,"16.800,00000000000000000","0,26447321428571424","4.443,14999999999963620","13.386.026,00000000000000000","0,27769687499999995","4.665,30749999999898137"
3423909,2325,"3.000,00000000000000000","0,24711666666666668","741,35000000000002274","7.828.763,00000000000000000","0,25947250000000005","778,41750000000013188"
3423909,2326,"1.216.800,00000000000000000","0,28830001643655490","350.803,46000000002095476","0,00000000000000000","0,30271501725838268","368.343,63300000003073364"
3423909,2327,"24.600,00000000000000000","0,25097845528455287","6.174,07000000000061846","0,00000000000000000","0,26352737804878051","6.482,77350000000024011"
3423909,2328,"2.700.300,00000000000000000","0,28881551679443024","779.888,53999999992083758","0,00000000000000000","0,30325629263415177","818.882,96700000006239861"
3423909,2329,"1.643.100,00000000000000000","0,30340721197735987","498.528,39000000001396984","0,00000000000000000","0,31857757257622787","523.454,80950000003213063"
3423909,2330,"1.357.800,00000000000000000","0,40023023272941521","543.432,60999999998603016","0,00000000000000000","0,42024174436588602","570.604,24050000007264316"
3423909,2331,"1.167.300,00000000000000000","0,27944626916816584","326.197,63000000000465661","0,00000000000000000","0,29341858262657416","342.507,51150000002235174"
3423909,2332,"12.600,00000000000000000","0,34425714285714287","4.337,64000000000032742","0,00000000000000000","0,36147000000000001","4.554,52199999999993452"
3423909,2333,"1.500,00000000000000000","0,59853999999999996","897,80999999999994543","0,00000000000000000","0,62846700000000000","942,70050000000003365"
3423909,2334,"1.017.300,00000000000000000","0,26312670795242304","267.678,79999999998835847","0,00000000000000000","0,27628304335004422","281.062,73999999999068677"
3423909,2335,"1.230.900,00000000000000000","0,26289454870420020","323.596,90000000002328306","14.197.671,00000000000000000","0,27603927613941021","339.776,74499999999534339"
3423909,2336,"820.200,00000000000000000","0,44856676420385272","367.914,46000000002095476","1.716.192,00000000000000000","0,47099510241404535","386.310,18300000001909211"
3423909,2337,"1.440.000,00000000000000000","0,43212174305555562","622.255,31000000005587935","827.342,00000000000000000","0,45372783020833340","653.368,07550000015180558"
3423909,2338,"1.037.100,00000000000000000","0,42875590589142804","444.662,75000000000000000","2.539.443,00000000000000000","0,45019370118599944","466.895,88750000001164153"
3423909,2339,"21.600,00000000000000000","0,51085185185185189","11.034,40000000000145519","1.789.064,00000000000000000","0,53639444444444451","11.586,12000000000080036"
3423909,2340,"2.266.500,00000000000000000","0,57912811383189944","1.312.593,87000000011175871","973.767,00000000000000000","0,60808451952349440","1.378.223,56350000016391277"
3423909,2341,"1.241.100,00000000000000000","0,53672887760857302","666.134,20999999996274710","4.591.638,00000000000000000","0,56356532148900174","699.440,92050000000745058"
3423909,2342,"1.337.700,00000000000000000","0,53202004186289908","711.683,21000000007916242","0,00000000000000000","0,55862104395604406","747.267,37050000019371510"
3423909,2343,"2.424.600,00000000000000000","0,57822532376474478","1.401.965,12000000011175871","8.150.094,00000000000000000","0,60713658995298203","1.472.063,37600000016391277"
3423909,2347,"1.485.300,00000000000000000","0,64517692722009023","958.281,29000000003725290","0,00000000000000000","0,67743577358109475","1.006.195,35450000001583248"
3423909,2348,"1.212.900,00000000000000000","0,68586225575068027","831.882,33000000007450581","0,00000000000000000","0,72015536853821427","873.476,44650000007823110"
3423909,2349,"21.300,00000000000000000","0,55845680751173710","11.895,13000000000101863","0,00000000000000000","0,58637964788732400","12.489,88650000000052387"
3423909,2350,"1.330.200,00000000000000000","0,64140777326717791","853.200,61999999999534339","0,00000000000000000","0,67347816193053678","895.860,65100000007078052"
3423909,2351,"24.600,00000000000000000","0,60746341463414633","14.943,60000000000036380","0,00000000000000000","0,63783658536585364","15.690,77999999999883585"
3424402,2301,"2.784.300,00000000000000000","0,39673498545415364","1.104.629,21999999997206032","0,00000000000000000","0,41657173472686132","1.159.860,68099999986588955"
3424402,2302,"1.826.100,00000000000000000","0,35181185039154483","642.443,61999999999534339","0,00000000000000000","0,36940244291112206","674.565,80099999997764826"
3424402,2303,"1.258.500,00000000000000000","0,35597816448152564","447.998,52000000001862645","0,00000000000000000","0,37377707270560195","470.398,44600000005448237"
3424402,2304,"1.240.800,00000000000000000","0,37590568987749839","466.423,78000000002793968","0,00000000000000000","0,39470097437137336","489.744,96900000004097819"
3424402,2305,"3.201.300,00000000000000000","0,37856428638365669","1.211.897,85000000009313226","0,00000000000000000","0,39749250070283954","1.272.492,74250000016763806"
3424402,2306,"1.393.500,00000000000000000","0,35335620380337279","492.401,86999999999534339","0,00000000000000000","0,37102401399354146","517.021,96350000001257285"
3424402,2307,"2.877.000,00000000000000000","0,40292014946124438","1.159.201,27000000001862645","0,00000000000000000","0,42306615693430660","1.217.161,33350000018253922"
3424402,2308,"1.403.700,00000000000000000","0,34860854883522119","489.341,82000000000698492","0,00000000000000000","0,36603897627698229","513.808,91100000002188608"
3424402,2309,"5.681.700,00000000000000000","0,44499376595033180","2.528.321,08000000007450581","0,00000000000000000","0,46724345424784841","2.654.737,13400000054389238"
3424402,2310,"693.900,00000000000000000","0,27943305951866265","193.898,60000000000582077","2.098.730,00000000000000000","0,29340471249459582","203.593,53000000002793968"
3424402,2311,"3.943.200,00000000000000000","0,52206747565429090","2.058.616,46999999997206032","0,00000000000000000","0,54817084943700545","2.161.547,29349999967962503"
3424402,2319,"976.800,00000000000000000","0,28410135135135134","277.510,20000000001164153","1.589.336,00000000000000000","0,29830641891891890","291.385,70999999996274710"
3424402,2320,"17.400,00000000000000000","0,27258965517241379","4.743,06000000000040018","5.063.433,00000000000000000","0,28621913793103448","4.980,21299999999973807"
3424402,2321,"9.600,00000000000000000","0,27150416666666666","2.606,44000000000005457","10.686.204,00000000000000000","0,28507937500000002","2.736,76200000000017099"
3424402,2322,"1.030.500,00000000000000000","0,28010902474526933","288.652,35000000003492460","2.495.205,00000000000000000","0,29411447598253282","303.084,96750000008614734"
3424402,2323,"9.900,00000000000000000","0,24259090909090911","2.401,65000000000009095","1.753.764,00000000000000000","0,25472045454545456","2.521,73250000000007276"
3424402,2324,"20.100,00000000000000000","0,27606318407960201","5.548,87000000000080036","7.041.022,00000000000000000","0,28986634328358213","5.826,31350000000111322"
3424402,2325,"18.600,00000000000000000","0,26313870967741937","4.894,38000000000010914","0,00000000000000000","0,27629564516129035","5.139,09900000000016007"
3424402,2326,"1.461.000,00000000000000000","0,26682132101300482","389.825,95000000006984919","5.788.209,00000000000000000","0,28016238706365509","409.317,24750000011408702"
3424402,2327,"14.700,00000000000000000","0,19547142857142857","2.873,42999999999983629","11.836.544,00000000000000000","0,20524500000000001","3.017,10150000000021464"
3424402,2328,"1.351.800,00000000000000000","0,29612075011096317","400.296,03000000002793968","6.145.143,00000000000000000","0,31092678761651132","420.310,83150000002933666"
3424402,2329,"10.500,00000000000000000","0,25398285714285718","2.666,82000000000016371","13.860.432,00000000000000000","0,26668200000000003","2.800,16100000000051296"
3424402,2330,"12.300,00000000000000000","0,28570894308943090","3.514,22000000000025466","3.482.379,00000000000000000","0,29999439024390245","3.689,93100000000004002"
3424402,2331,"2.682.000,00000000000000000","0,26207940715883665","702.896,96999999985564500","4.084.642,00000000000000000","0,27518337751677852","738.041,81849999993573874"
3424402,2332,"23.700,00000000000000000","0,26489704641350215","6.278,06000000000130967","10.839.219,00000000000000000","0,27814189873417727","6.591,96300000000155705"
3424402,2333,"9.300,00000000000000000","0,27799139784946236","2.585,32000000000016371","1.336.988,00000000000000000","0,29189096774193551","2.714,58600000000024011"
3424402,2334,"1.177.500,00000000000000000","0,27385232271762205","322.461,10999999998603016","1.898.750,00000000000000000","0,28754493885350318","338.584,16550000000279397"
3424402,2335,"1.354.200,00000000000000000","0,27644037808300104","374.355,55999999999767169","0,00000000000000000","0,29026239698715112","393.073,33800000004703179"
3424402,2336,"785.100,00000000000000000","0,68546399184817219","538.157,78000000002793968","0,00000000000000000","0,71973719144058079","565.065,66899999999441206"
3424402,2337,"1.381.500,00000000000000000","0,66585220412595014","919.874,82000000006519258","0,00000000000000000","0,69914481433224773","965.868,56100000021979213"
3424402,2338,"1.195.500,00000000000000000","0,66081989125888752","790.010,18000000005122274","0,00000000000000000","0,69386088582183192","829.510,68900000001303852"
3424402,2344,"1.219.800,00000000000000000","0,44295485325463185","540.316,32999999995809048","0,00000000000000000","0,46510259591736347","567.332,14649999991524965"
3424402,2345,"1.084.500,00000000000000000","0,45442265560165973","492.821,36999999999534339","0,00000000000000000","0,47714378838174276","517.462,43850000004749745"
3424402,2346,"22.800,00000000000000000","0,44754122807017543","10.203,94000000000050932","0,00000000000000000","0,46991828947368425","10.714,13700000000062573"
3424402,2347,"1.446.300,00000000000000000","0,83781108345433164","1.211.726,16999999992549419","0,00000000000000000","0,87970163762704823","1.272.312,47849999973550439"
3424402,2348,"1.137.000,00000000000000000","0,89055330694810908","1.012.559,10999999998603016","0,00000000000000000","0,93508097229551457","1.063.187,06550000002607703"
3424402,2349,"6.300,00000000000000000","1,04973968253968253","6.613,35999999999967258","0,00000000000000000","1,10222666666666669","6.944,02800000000024738"
3424402,2350,"1.259.700,00000000000000000","0,96242700643010248","1.212.369,30000000004656613","0,00000000000000000","1,01054835675160759","1.272.987,76500000013038516"
3424402,2351,"5.100,00000000000000000","1,08164901960784321","5.516,41000000000076398","0,00000000000000000","1,13573147058823531","5.792,23049999999966531"
